username,tweetcreatedat,text,clean_text,remove_symb,clean_text_two,case_fold,tokenize,data
uwonkiciw,2022-10-05 23:26:51+00:00,"tapi setidaknya dia suka bgttt sama rock with you ihirrrr rwy emg enakkkkk bgttt bisa jadi morning playlist loh klo kalian mau siap"" sekolah, kuliah ato kerja bikin semangat hidupmu meningkat seketika 🤗","tapi setidaknya dia suka bgttt sama rock with you ihirrrr rwy emg enakkkkk bgttt bisa jadi morning playlist loh klo kalian mau siap"" sekolah, kuliah ato kerja bikin semangat hidupmu meningkat seketika 🤗",tapi setidaknya dia suka bgttt sama rock with you ihirrrr rwy emg enakkkkk bgttt bisa jadi morning playlist loh klo kalian mau siap sekolah kuliah ato kerja bikin semangat hidupmu meningkat seketika,tapi setidaknya dia suka bgttt sama rock with you ihirrrr rwy emg enakkkkk bgttt bisa jadi morning playlist loh klo kalian mau siap sekolah kuliah ato kerja bikin semangat hidupmu meningkat seketika,tapi setidaknya dia suka bgttt sama rock with you ihirrrr rwy emg enakkkkk bgttt bisa jadi morning playlist loh klo kalian mau siap sekolah kuliah ato kerja bikin semangat hidupmu meningkat seketika,"['suka', 'bgttt', 'rock', 'with', 'you', 'ihirrr', 'rwy', 'emg', 'enakkk', 'bgttt', 'morning', 'playlist', 'loh', 'klo', 'sekolah', 'kuliah', 'ato', 'bikin', 'semangat', 'hidup', 'tingkat']",suka bgttt rock with you ihirrr rwy emg enakkk bgttt morning playlist loh klo sekolah kuliah ato bikin semangat hidup tingkat
samsuDiinn,2022-10-05 23:26:35+00:00,@liligregah @alstublieft__ @hudacahjurang @detikcom Halo dek kuliah apa kerja, Halo dek kuliah apa kerja,Halo dek kuliah apa kerja,Halo dek kuliah apa kerja,halo dek kuliah apa kerja,"['dek', 'kuliah']",dek kuliah
addictednajaem,2022-10-05 23:26:32+00:00,@sbmptnfess ya emg knp si yg penting kuliah bayar belajar top top gt ga guna klo lu ga niat kuliah, ya emg knp si yg penting kuliah bayar belajar top top gt ga guna klo lu ga niat kuliah,ya emg knp si yg penting kuliah bayar belajar top top gt ga guna klo lu ga niat kuliah,ya emg knp si yg penting kuliah bayar belajar top top gt ga guna klo lu ga niat kuliah,ya emg knp si yg penting kuliah bayar belajar top top gt ga guna klo lu ga niat kuliah,"['emg', 'kuliah', 'bayar', 'ajar', 'top', 'top', 'klo', 'niat', 'kuliah']",emg kuliah bayar ajar top top klo niat kuliah
thyassna,2022-10-05 23:26:32+00:00,"Met pagiii, semangaaat kuliah sama kerja nyaa","Met pagiii, semangaaat kuliah sama kerja nyaa",Met pagiii semangaaat kuliah sama kerja nyaa,Met pagiii semangaaat kuliah sama kerja nyaa,met pagiii semangaaat kuliah sama kerja nyaa,"['met', 'pagiii', 'semangaaat', 'kuliah', 'nyaa']",met pagiii semangaaat kuliah nyaa
bedzroom,2022-10-05 23:26:30+00:00,@convomfs kuliah.. ada praktikum sama skills lab. *pingsan*, kuliah.. ada praktikum sama skills lab. *pingsan*,kuliah ada praktikum sama skills lab pingsan,kuliah ada praktikum sama skills lab pingsan,kuliah ada praktikum sama skills lab pingsan,"['kuliah', 'praktikum', 'skills', 'lab', 'pingsan']",kuliah praktikum skills lab pingsan
sanaxs_,2022-10-05 23:26:24+00:00,"@justwhitelove kpn ya aku punya pacar, keknya ini smpe kuliah jg bkl an blm pny pacar deh😔😔"," kpn ya aku punya pacar, keknya ini smpe kuliah jg bkl an blm pny pacar deh😔😔",kpn ya aku punya pacar keknya ini smpe kuliah jg bkl an blm pny pacar deh,kpn ya aku punya pacar keknya ini smpe kuliah jg bkl an blm pny pacar deh,kpn ya aku punya pacar keknya ini smpe kuliah jg bkl an blm pny pacar deh,"['kpn', 'pacar', 'kek', 'smpe', 'kuliah', 'bkl', 'an', 'blm', 'pny', 'pacar', 'deh']",kpn pacar kek smpe kuliah bkl an blm pny pacar deh
GGGULING,2022-10-05 23:26:15+00:00,"Ternyata kuliah bayarannya murah bisa aja ongkos kesananya yg mahal yak
Buseda","Ternyata kuliah bayarannya murah bisa aja ongkos kesananya yg mahal yak
Buseda",Ternyata kuliah bayarannya murah bisa aja ongkos kesananya yg mahal yak Buseda,Ternyata kuliah bayarannya murah bisa aja ongkos kesananya yg mahal yak Buseda,ternyata kuliah bayarannya murah bisa aja ongkos kesananya yg mahal yak buseda,"['kuliah', 'bayar', 'murah', 'aja', 'ongkos', 'kesana', 'mahal', 'yak', 'buseda']",kuliah bayar murah aja ongkos kesana mahal yak buseda
GGGULING,2022-10-05 23:26:14+00:00,"Udah 8x ga kuliah krn gada duit bahkan buat parkir dan beli bensin🤣😂
Bahaya juga weh kuliah jauh + akses angkot minim
Ojolpun mehong🤣","Udah 8x ga kuliah krn gada duit bahkan buat parkir dan beli bensin🤣😂
Bahaya juga weh kuliah jauh + akses angkot minim
Ojolpun mehong🤣",Udah 8x ga kuliah krn gada duit bahkan buat parkir dan beli bensin Bahaya juga weh kuliah jauh akses angkot minim Ojolpun mehong,Udah x ga kuliah krn gada duit bahkan buat parkir dan beli bensin Bahaya juga weh kuliah jauh akses angkot minim Ojolpun mehong,udah x ga kuliah krn gada duit bahkan buat parkir dan beli bensin bahaya juga weh kuliah jauh akses angkot minim ojolpun mehong,"['udah', 'kuliah', 'gada', 'duit', 'parkir', 'beli', 'bensin', 'bahaya', 'weh', 'kuliah', 'akses', 'angkot', 'minim', 'ojolpun', 'mehong']",udah kuliah gada duit parkir beli bensin bahaya weh kuliah akses angkot minim ojolpun mehong
lookscloudy_,2022-10-05 23:26:06+00:00,"ini kelompok kuliah gue perasaan FRIK bgt, gaada kontribusi kontribusinya sama sekali. gue berasa ga di hargain bgt? kesel ga si? https://t.co/8iW4XHmMTu","ini kelompok kuliah gue perasaan FRIK bgt, gaada kontribusi kontribusinya sama sekali. gue berasa ga di hargain bgt? kesel ga si? https://t.co/8iW4XHmMTu",ini kelompok kuliah gue perasaan FRIK bgt gaada kontribusi kontribusinya sama sekali gue berasa ga di hargain bgt kesel ga si,ini kelompok kuliah gue perasaan FRIK bgt gaada kontribusi kontribusinya sama sekali gue berasa ga di hargain bgt kesel ga si,ini kelompok kuliah gue perasaan frik bgt gaada kontribusi kontribusinya sama sekali gue berasa ga di hargain bgt kesel ga si,"['kelompok', 'kuliah', 'asa', 'frik', 'gaada', 'kontribusi', 'kontribusi', 'asa', 'hargain', 'kesel']",kelompok kuliah asa frik gaada kontribusi kontribusi asa hargain kesel
loadinxg,2022-10-05 23:25:54+00:00,@convomfs Kuliah, Kuliah,Kuliah,Kuliah,kuliah,['kuliah'],kuliah
__clynophile,2022-10-05 23:25:52+00:00,@convomfs kuliah nder, kuliah nder,kuliah nder,kuliah nder,kuliah nder,"['kuliah', 'nder']",kuliah nder
LilLadyChina,2022-10-05 23:25:52+00:00,Tolong FollowBack caramencinta  Pengen banget kuliah di ...........,Tolong FollowBack caramencinta  Pengen banget kuliah di ...........,Tolong FollowBack caramencinta Pengen banget kuliah di,Tolong FollowBack caramencinta Pengen banget kuliah di,tolong followback caramencinta pengen banget kuliah di,"['tolong', 'followback', 'caramencinta', 'ken', 'banget', 'kuliah']",tolong followback caramencinta ken banget kuliah
obatbatukwoodz,2022-10-05 23:25:22+00:00,"Tuh kan, jadi anggota DPR emang gak perlu pinter. 

Pertanyaan saya, kalau nulis caption aja masih berantakan, skripsinya dulu gimana? 
Katanya kuliah di Scholl of Low. 

""di Maki..""
""di Bully.."" 
Aduh dek 😭 https://t.co/YzmzJU9Nw0","Tuh kan, jadi anggota DPemang gak perlu pinter. 

Pertanyaan saya, kalau nulis caption aja masih berantakan, skripsinya dulu gimana? 
Katanya kuliah di Scholl of Low. 

""di Maki..""
""di Bully.."" 
Aduh dek 😭 https://t.co/YzmzJU9Nw0",Tuh kan jadi anggota DPemang gak perlu pinter Pertanyaan saya kalau nulis caption aja masih berantakan skripsinya dulu gimana Katanya kuliah di Scholl of Low di Maki di Bully Aduh dek,Tuh kan jadi anggota DPemang gak perlu pinter Pertanyaan saya kalau nulis caption aja masih berantakan skripsinya dulu gimana Katanya kuliah di Scholl of Low di Maki di Bully Aduh dek,tuh kan jadi anggota dpemang gak perlu pinter pertanyaan saya kalau nulis caption aja masih berantakan skripsinya dulu gimana katanya kuliah di scholl of low di maki di bully aduh dek,"['tuh', 'anggota', 'dpemang', 'gak', 'pinter', 'nulis', 'caption', 'aja', 'beranta', 'skripsi', 'gimana', 'kuliah', 'scholl', 'of', 'low', 'maki', 'bully', 'aduh', 'dek']",tuh anggota dpemang gak pinter nulis caption aja beranta skripsi gimana kuliah scholl of low maki bully aduh dek
moccalatte116,2022-10-05 23:25:18+00:00,"Kata bapak ""kalo kamu kuliah lagi nanti kapan dewasanya? Kapan cari uangnya? Untuk S2 ga terpaku umur kamu gapapa kalo S2 dan umurmu udah agak senja""","Kata bapak ""kalo kamu kuliah lagi nanti kapan dewasanya? Kapan cari uangnya? Untuk S2 ga terpaku umur kamu gapapa kalo S2 dan umurmu udah agak senja""",Kata bapak kalo kamu kuliah lagi nanti kapan dewasanya Kapan cari uangnya Untuk S2 ga terpaku umur kamu gapapa kalo S2 dan umurmu udah agak senja,Kata bapak kalo kamu kuliah lagi nanti kapan dewasanya Kapan cari uangnya Untuk S ga terpaku umur kamu gapapa kalo S dan umurmu udah agak senja,kata bapak kalo kamu kuliah lagi nanti kapan dewasanya kapan cari uangnya untuk s ga terpaku umur kamu gapapa kalo s dan umurmu udah agak senja,"['kalo', 'kuliah', 'dewasa', 'cari', 'uang', 'terpa', 'umur', 'gapapa', 'kalo', 'umur', 'udah', 'senja']",kalo kuliah dewasa cari uang terpa umur gapapa kalo umur udah senja
GhifariRamadhan,2022-10-05 23:25:13+00:00,@h11742141 kuliah pusing kuliah pusing, kuliah pusing kuliah pusing,kuliah pusing kuliah pusing,kuliah pusing kuliah pusing,kuliah pusing kuliah pusing,"['kuliah', 'pusing', 'kuliah', 'pusing']",kuliah pusing kuliah pusing
curhatanmoon,2022-10-05 23:25:13+00:00,"PTN! Coba review kuliah di ugm dong. Honest review ya. Soal culture kuliahnya, Lingkungan jogja juga","PTN! Coba review kuliah di ugm dong. Honest review ya. Soal culture kuliahnya, Lingkungan jogja juga",PTN Coba review kuliah di ugm dong Honest review ya Soal culture kuliahnya Lingkungan jogja juga,PTN Coba review kuliah di ugm dong Honest review ya Soal culture kuliahnya Lingkungan jogja juga,ptn coba review kuliah di ugm dong honest review ya soal culture kuliahnya lingkungan jogja juga,"['ptn', 'coba', 'review', 'kuliah', 'ugm', 'honest', 'review', 'culture', 'kuliah', 'lingkung', 'jogja']",ptn coba review kuliah ugm honest review culture kuliah lingkung jogja
kthundervie___,2022-10-05 23:24:55+00:00,"@collegemenfess Aku dulu SMK akuntansi, 3 tahun ngang ngong 
Kuliah ga mau ambil akuntansi takut tambah ngang ngong war wer wor"," Aku dulu SMK akuntansi, 3 tahun ngang ngong 
Kuliah ga mau ambil akuntansi takut tambah ngang ngong war wer wor",Aku dulu SMK akuntansi 3 tahun ngang ngong Kuliah ga mau ambil akuntansi takut tambah ngang ngong war wer wor,Aku dulu SMK akuntansi  tahun ngang ngong Kuliah ga mau ambil akuntansi takut tambah ngang ngong war wer wor,aku dulu smk akuntansi  tahun ngang ngong kuliah ga mau ambil akuntansi takut tambah ngang ngong war wer wor,"['smk', 'akuntansi', 'tahun', 'ngang', 'ngong', 'kuliah', 'ambil', 'akuntansi', 'takut', 'ngang', 'ngong', 'war', 'wer', 'wor']",smk akuntansi tahun ngang ngong kuliah ambil akuntansi takut ngang ngong war wer wor
naisa_gi,2022-10-05 23:24:42+00:00,@areskyz Semangat sekolah/kuliah/kerjanya✨️, Semangat sekolah/kuliah/kerjanya✨️,Semangat sekolah kuliah kerjanya,Semangat sekolah kuliah kerjanya,semangat sekolah kuliah kerjanya,"['semangat', 'sekolah', 'kuliah', 'kerja']",semangat sekolah kuliah kerja
strfloatint,2022-10-05 23:24:37+00:00,kuliah semakin hah heh hoh aja,kuliah semakin hah heh hoh aja,kuliah semakin hah heh hoh aja,kuliah semakin hah heh hoh aja,kuliah semakin hah heh hoh aja,"['kuliah', 'hah', 'heh', 'hoh', 'aja']",kuliah hah heh hoh aja
_aksandu,2022-10-05 23:24:37+00:00,"@ambivelen Hari ini berangkat sekolah/kuliah, Joa?"," Hari ini berangkat sekolah/kuliah, Joa?",Hari ini berangkat sekolah kuliah Joa,Hari ini berangkat sekolah kuliah Joa,hari ini berangkat sekolah kuliah joa,"['berangkat', 'sekolah', 'kuliah', 'joa']",berangkat sekolah kuliah joa
littlerockztarz,2022-10-05 23:24:33+00:00,@sbmptnfess aku sempet nyesel cuma bisa di top 30 tpi setelah dijalanin bru nyadar kuliah di top 5 juga belum tentu ak bisa survive😭 keknya takaranku emang disitu si. yg penting dimanapun kamu teruss berproses ajaaa semangat kita!, aku sempet nyesel cuma bisa di top 30 tpi setelah dijalanin bru nyadar kuliah di top 5 juga belum tentu ak bisa survive😭 keknya takaranku emang disitu si. yg penting dimanapun kamu teruss berproses ajaaa semangat kita!,aku sempet nyesel cuma bisa di top 30 tpi setelah dijalanin bru nyadar kuliah di top 5 juga belum tentu ak bisa survive keknya takaranku emang disitu si yg penting dimanapun kamu teruss berproses ajaaa semangat kita,aku sempet nyesel cuma bisa di top  tpi setelah dijalanin bru nyadar kuliah di top  juga belum tentu ak bisa survive keknya takaranku emang disitu si yg penting dimanapun kamu teruss berproses ajaaa semangat kita,aku sempet nyesel cuma bisa di top  tpi setelah dijalanin bru nyadar kuliah di top  juga belum tentu ak bisa survive keknya takaranku emang disitu si yg penting dimanapun kamu teruss berproses ajaaa semangat kita,"['sempet', 'nyesel', 'top', 'tpi', 'dijalanin', 'bru', 'nyadar', 'kuliah', 'top', 'ak', 'survive', 'kek', 'takar', 'emang', 'situ', 'mana', 'teruss', 'proses', 'ajaaa', 'semangat']",sempet nyesel top tpi dijalanin bru nyadar kuliah top ak survive kek takar emang situ mana teruss proses ajaaa semangat
tenseggg,2022-10-05 23:24:27+00:00,si paling rajin kuliah https://t.co/rq5EnksdRi,si paling rajin kuliah https://t.co/rq5EnksdRi,si paling rajin kuliah,si paling rajin kuliah,si paling rajin kuliah,"['rajin', 'kuliah']",rajin kuliah
_ndraku,2022-10-05 23:24:11+00:00,Cukup kasih beasiswa pendidikan sampai SMA/kuliah itu dah sangat cukup. Kedepannya setelah lulus mau jadi apa kan terserah dia. Janganlah kau todong korban untuk jadi Polisi/TNI dan meninggalkan tanggungjawab mu mengevaluasi anggota!. https://t.co/mNGeD2IMPt,Cukup kasih beasiswa pendidikan sampai SMA/kuliah itu dah sangat cukup. Kedepannya setelah lulus mau jadi apa kan terserah dia. Janganlah kau todong korban untuk jadi Polisi/TNI dan meninggalkan tanggungjawab mu mengevaluasi anggota!. https://t.co/mNGeD2IMPt,Cukup kasih beasiswa pendidikan sampai SMA kuliah itu dah sangat cukup Kedepannya setelah lulus mau jadi apa kan terserah dia Janganlah kau todong korban untuk jadi Polisi TNI dan meninggalkan tanggungjawab mu mengevaluasi anggota,Cukup kasih beasiswa pendidikan sampai SMA kuliah itu dah sangat cukup Kedepannya setelah lulus mau jadi apa kan terserah dia Janganlah kau todong korban untuk jadi Polisi TNI dan meninggalkan tanggungjawab mu mengevaluasi anggota,cukup kasih beasiswa pendidikan sampai sma kuliah itu dah sangat cukup kedepannya setelah lulus mau jadi apa kan terserah dia janganlah kau todong korban untuk jadi polisi tni dan meninggalkan tanggungjawab mu mengevaluasi anggota,"['kasih', 'beasiswa', 'didik', 'sma', 'kuliah', 'dah', 'depan', 'lulus', 'serah', 'kau', 'todong', 'korban', 'polisi', 'tni', 'tinggal', 'tanggungjawab', 'mu', 'evaluasi', 'anggota']",kasih beasiswa didik sma kuliah dah depan lulus serah kau todong korban polisi tni tinggal tanggungjawab mu evaluasi anggota
_thesweetpea,2022-10-05 23:24:01+00:00,"@collegemenfess hi sender semangat ya. pertemanan kuliah emg hrs byk2 istigfar wkwkw harus berani nolak, prioritasin diri sendiri, pilih2 temen dan tau posisi kpn hrs komentar. sirkel itu ttp perlu tp sebatas utk tau info dan bs bergaul aja mnrtku jd kl ada gk enak, kl bs jgn diambil hati bgt2😊"," hi sender semangat ya. pertemanan kuliah emg hrs byk2 istigfar wkwkw harus berani nolak, prioritasin diri sendiri, pilih2 temen dan tau posisi kpn hrs komentar. sirkel itu ttp perlu tp sebatas utk tau info dan bs bergaul aja mnrtku jd kl ada gk enak, kl bs jgn diambil hati bgt2😊",hi sender semangat ya pertemanan kuliah emg hrs byk2 istigfar wkwkw harus berani nolak prioritasin diri sendiri pilih2 temen dan tau posisi kpn hrs komentar sirkel itu ttp perlu tp sebatas utk tau info dan bs bergaul aja mnrtku jd kl ada gk enak kl bs jgn diambil hati bgt2,hi sender semangat ya pertemanan kuliah emg hrs byk istigfar wkwkw harus berani nolak prioritasin diri sendiri pilih temen dan tau posisi kpn hrs komentar sirkel itu ttp perlu tp sebatas utk tau info dan bs bergaul aja mnrtku jd kl ada gk enak kl bs jgn diambil hati bgt,hi sender semangat ya pertemanan kuliah emg hrs byk istigfar wkwkw harus berani nolak prioritasin diri sendiri pilih temen dan tau posisi kpn hrs komentar sirkel itu ttp perlu tp sebatas utk tau info dan bs bergaul aja mnrtku jd kl ada gk enak kl bs jgn diambil hati bgt,"['hi', 'sender', 'semangat', 'teman', 'kuliah', 'emg', 'hrs', 'istigfar', 'wkwkw', 'berani', 'nolak', 'prioritasin', 'pilih', 'temen', 'tau', 'posisi', 'kpn', 'hrs', 'komentar', 'sirkel', 'ttp', 'batas', 'utk', 'tau', 'info', 'bs', 'gaul', 'aja', 'mnrtku', 'jd', 'gk', 'bs', 'ambil', 'hati']",hi sender semangat teman kuliah emg hrs istigfar wkwkw berani nolak prioritasin pilih temen tau posisi kpn hrs komentar sirkel ttp batas utk tau info bs gaul aja mnrtku jd gk bs ambil hati
kerawrajaib,2022-10-05 23:23:27+00:00,"Jjur gue jam segini baru bangun, untung kaga kuliah 🥹🥹🥹","Jjur gue jam segini baru bangun, untung kaga kuliah 🥹🥹🥹",Jjur gue jam segini baru bangun untung kaga kuliah,Jjur gue jam segini baru bangun untung kaga kuliah,jjur gue jam segini baru bangun untung kaga kuliah,"['jjur', 'jam', 'gin', 'bangun', 'untung', 'kaga', 'kuliah']",jjur jam gin bangun untung kaga kuliah
